# Atomic Line List version: 3.00b3   Constructed: 2021-05-04 10:19 GMT
# Wavelength range: 3800 - 9000   Unit: Angstrom   Type: Air
# Radial velocity: 0 km/s
# Wavelength accuracy upper limit: 5%
# Element/Spectrum: H  I, He I-II, O I-IV, C I-IV, N I-V, Si I-IV, Mg I-IV, S I-IV (missing Ne I-IV, Ar I-IV)
# Minimum line strength: no restrictions
# Include lines without atomic data: true
# Minimum abundance: no minimum
# Lower level energy range: no restrictions   Unit: cm^-1
# Upper level energy range: no restrictions
# Maximum for principal quantum number n: 4 (+ no restrictions for H I, + some He n>4 at the bottom, + n5-12 with -log(gf) > 0 for the above elements)
# Transition types included: Nebular (E1,E2)
# Transitions from auto-ionizing levels: included
# Comment code: A-> activity, D -> diagnostic line (global), V -> vsini, Q -> affected by wind, Teff -> used for determination of Teff, RV_O/B/A -> good for RV determination

wl_air	   , dlamb  , spc   , tt, configuration                              , term               , J_i-J_k          , -lg(gf), tpf, level_energy(cm-1)     , ref    ,  name, comment
3861.497   , 1.3e-02, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       3Do-3P       ,      1 - 1       , -3.0618,   3,  374571.64 -  400460.99, 039    ,      ,
3862.173   , 1.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4D       ,    9/2 - 7/2     , -0.3950,  24,  195813.66 -  221698.48, ASD    ,      ,
3862.342   , 1.3e-02, S II  , E1,       3s2.3p2.(3P).4p-3s2.3p2.(3P).4d      ,       2Po-2P       ,    3/2 - 1/2     , -1.2068,   3,  133399.97 -  159283.66, ASD    ,      ,
3862.595   , 1.3e-02, Si II , E1,                3s.3p2-3s2.4p               ,        2D-2Po      ,    3/2 - 1/2     , -0.6891,   7,   55309.35 -   81191.34, ASD    ,      ,
3863.4969  , 1.3e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       4Do-4D       ,    5/2 - 7/2     , -0.9936,  15,  206877.86 -  232753.82, ASD    ,      ,
3863.718   , 1.3e-02, O II  , E1,       2s2.2p2.(1D).3p-2s2.2p2.(3P).4d      ,       2Do-2D       ,    3/2 - 3/2     , -1.5942,   3,  229968.44 -  255842.91, ASD    ,      ,
3864.1272  , 1.3e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       4Do-4P       ,    1/2 - 1/2     , -1.2539,  15,  206730.76 -  232602.49, ASD    ,      ,
3864.4309  , 1.3e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       4Do-4D       ,    5/2 - 5/2     , -0.6261,  15,  206877.86 -  232747.56, ASD    ,      ,
3864.6671  , 1.3e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       4Do-4D       ,    5/2 - 3/2     , -0.7702,  15,  206877.86 -  232745.98, ASD    ,      ,
3864.7     , 1.3e+00, O IV  , E1,           2p2.(3P).3s-2p2.(3P).3p          ,        4P-4Do      ,    5/2 - 5/2     , -0.5645,   3,  577209.00 -  603077.00, ASD    ,      ,
3865.7     , 9.5e-01, O IV  , E1,        2s.2p.(1Po).3d-2s.2p.(3Po).4f       ,       2Fo-2D       ,    7/2 - 5/2     , -1.7636, ur3,  570797.00 -  596658.30, ASD    ,      ,
3869.58    , 1.3e-01, S IV  , E1,                3s2.4d-3s.3p.(1Po).3d       ,        2D-2Do      ,    3/2 - 5/2     , -5.5727,   3,  255396.10 -  281231.40, ASD    ,      ,
3869.6     , 9.5e-01, O IV  , E1,        2s.2p.(1Po).3d-2s.2p.(3Po).4f       ,       2Fo-2G       ,    7/2 - 7/2     , -2.8704, ur3,  570797.00 -  596631.90, ASD    ,      ,
3870.18    , 1.3e-01, S IV  , E1,                3s2.4d-3s.3p.(1Po).3d       ,        2D-2Do      ,    5/2 - 5/2     , -4.4266,   3,  255400.10 -  281231.40, ASD    ,      ,
3872.2     , 9.5e-01, O IV  , E1,        2s.2p.(3Po).3p-2s.2p.(1Po).3s       ,        2S-2Po      ,    1/2 - 3/2     , -1.5700,   3,  492890.90 -  518709.00, ASD    ,      ,
3872.4382  , 1.3e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       4Do-4P       ,    3/2 - 1/2     , -1.7406,  15,  206786.29 -  232602.49, ASD    ,      ,
3873.7     , 9.5e-01, O IV  , E1,        2s.2p.(3Po).3p-2s.2p.(1Po).3s       ,        2S-2Po      ,    1/2 - 1/2     , -1.8712,   3,  492890.90 -  518699.00, ASD    ,      ,
3874.0918  , 1.3e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       4Do-4P       ,    1/2 - 3/2     , -1.4338,  15,  206730.76 -  232535.95, ASD    ,      ,
3875.251   , 1.3e-02, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       3Do-3P       ,      2 - 1       , -2.5862,   3,  374663.52 -  400460.99, 039    ,      ,
3876.038   , 1.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4G       ,    3/2 - 5/2     ,  1.0794,  24,  195752.58 -  221544.81, ASD    ,      ,
3876.187   , 1.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4G       ,    9/2 - 11/2    ,  1.8521,  24,  195813.66 -  221604.90, ASD    ,      ,
3876.393   , 1.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4G       ,    7/2 - 9/2     ,  1.6178,  24,  195785.74 -  221575.61, ASD    ,      ,
3876.46    , 1.3e-01, Mg III, E1,            2s2.2p5.3d-2s2.2p5.(2Po<3/2>).4p,       3Do-3/2[1/2] ,      1 - 1       ,        ,    ,  534197.70 -  559987.10, ASD    ,      ,
3876.653   , 1.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4G       ,    5/2 - 7/2     ,  1.3599,  24,  195765.85 -  221553.99, ASD    ,      ,
3877.28    , 1.3e-01, Si II , E1,        3s.3p.(3Po).3d-3s.3p.(3Po).4f.D     ,       2Fo-D[1]     ,    5/2 - 3/2     ,        ,    ,  131677.10 -  157461.10, ASD    ,      ,
3877.889   , 1.3e-02, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       3Do-3P       ,      1 - 2       , -4.2398,   3,  374571.64 -  400351.56, 039    ,      ,
3878.033   , 1.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4G       ,    5/2 - 5/2     ,  0.4894,  24,  195765.85 -  221544.81, ASD    ,      ,
3879.645   , 1.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4G       ,    7/2 - 7/2     ,  0.7266,  24,  195785.74 -  221553.99, ASD    ,      ,
3880.594   , 1.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4G       ,    9/2 - 9/2     ,  0.7287,  24,  195813.66 -  221575.61, ASD    ,      ,
3881.028   , 1.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4G       ,    7/2 - 5/2     , -0.7851,  24,  195785.74 -  221544.81, ASD    ,      ,
3881.9     , 1.3e+00, O IV  , E1,           2p2.(3P).3s-2p2.(3P).3p          ,        4P-4Do      ,    5/2 - 3/2     , -1.5207,   3,  577209.00 -  602962.00, ASD    ,      ,
3882.1937  , 1.3e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       4Do-4D       ,    7/2 - 7/2     , -0.0419,  15,  207002.48 -  232753.82, ASD    ,      ,
3882.4457  , 1.3e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       4Do-4P       ,    3/2 - 3/2     , -1.0419,  15,  206786.29 -  232535.95, ASD    ,      ,
3883.1368  , 1.3e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       4Do-4D       ,    7/2 - 5/2     , -0.9101,  15,  207002.48 -  232747.56, ASD    ,      ,
3883.853   , 1.3e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4G       ,    9/2 - 7/2     , -0.8028,  24,  195813.66 -  221553.99, ASD    ,      ,
3884.79    , 1.3e-01, Si II , E1,        3s.3p.(3Po).3d-3s.3p.(3Po).4f.D     ,       2Fo-D[2]     ,    5/2 - 5/2     ,        ,    ,  131677.10 -  157411.20, ASD    ,      ,
3885.52    , 4.3e-02, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4f       ,        5F-5Fo      ,      2 - 3       , -0.9912,   3,  242985.26 -  268714.52, 030    ,      ,
3888.11    , 4.3e-02, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4f       ,        5F-5Fo      ,      3 - 4       , -0.9738,   3,  243011.27 -  268723.41, 030    ,      ,
3888.604647, 1.1e-06, He I  , E1,                 1s.2s-1s.3p                ,        3S-3Po      ,      1 - 0       , -1.6675,  31,  159855.97 -  185564.85, 112    ,      ,
3888.645585, 1.1e-06, He I  , E1,                 1s.2s-1s.3p                ,        3S-3Po      ,      1 - 1       , -1.1904,  31,  159855.97 -  185564.58, 112    ,      ,
3888.648909, 1.1e-06, He I  , E1,                 1s.2s-1s.3p                ,        3S-3Po      ,      1 - 2       , -0.9685,  31,  159855.97 -  185564.56, 112    ,      ,
3889.049   , 1.5e-02, H I   , E1,                    2*-8*                   ,         2-8        ,1/2-3/2 - 1/2-15/2, -1.1916,  28,   82259.11 -  107965.06, 007    ,    Hz,
3889.46    , 4.3e-02, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4f       ,        5F-5Fo      ,      3 - 3       , -0.5725,   3,  243011.27 -  268714.52, 030    ,      ,
3890.178   , 1.3e-02, Mg I  , E1,                   3p2-3p.3d                ,        3P-3Do      ,      0 - 1       , -0.0488,   3,   57812.77 -   83511.25, ASD    ,      ,
3890.39    , 1.3e-01, S IV  , E1,                3s2.4d-3s.3p.(1Po).3d       ,        2D-2Do      ,    3/2 - 3/2     , -4.6208,   3,  255396.10 -  281093.20, ASD    ,      ,
3890.99    , 1.3e-01, S IV  , E1,                3s2.4d-3s.3p.(1Po).3d       ,        2D-2Do      ,    5/2 - 3/2     , -5.5751,   3,  255400.10 -  281093.20, ASD    ,      ,
3891.759   , 1.4e-02, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       3Do-3P       ,      2 - 2       , -3.0652,   3,  374663.52 -  400351.56, 039    ,      ,
3891.89    , 4.3e-02, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4f       ,        5F-5Fo      ,      4 - 5       , -1.1266,   3,  243045.06 -  268732.22, 030    ,      ,
3891.906   , 1.4e-02, Mg I  , E1,                   3p2-3p.3d                ,        3P-3Do      ,      1 - 2       ,  0.3032,   3,   57833.40 -   83520.47, ASD    ,      ,
3892.288   , 1.4e-02, S II  , E1,       3s2.3p2.(3P).4p-3s2.3p2.(3P).4d      ,       4Po-4P       ,    5/2 - 5/2     , -0.0648,   3,  130134.16 -  155818.71, ASD    ,      ,
3893.23    , 4.3e-02, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4f       ,        5F-5Fo      ,      4 - 4       , -0.3662,   3,  243045.06 -  268723.41, 030    ,      ,
3893.304   , 1.4e-02, Mg I  , E1,                   3p2-3p.3d                ,        3P-3Do      ,      1 - 1       , -0.1741,   3,   57833.40 -   83511.25, ASD    ,      ,
3893.5180  , 1.4e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       4Do-4P       ,    3/2 - 5/2     , -1.5177,  15,  206786.29 -  232462.72, ASD    ,      ,
3894.58    , 4.3e-02, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4f       ,        5F-5Fo      ,      4 - 3       , -0.9745,   3,  243045.06 -  268714.52, 030    ,      ,
3895.572   , 1.4e-02, Mg I  , E1,                   3p2-3p.3d                ,        3P-3Do      ,      2 - 3       ,  0.5738,   3,   57873.94 -   83536.84, ASD    ,      ,
3896.3032  , 1.4e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       4Do-4P       ,    5/2 - 3/2     , -1.8639,  15,  206877.86 -  232535.95, ASD    ,      ,
3898.02    , 4.3e-02, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4f       ,        5F-5Fo      ,      5 - 5       , -0.1731,   3,  243085.44 -  268732.22, 030    ,      ,
3898.059   , 1.4e-02, Mg I  , E1,                   3p2-3p.3d                ,        3P-3Do      ,      2 - 2       , -0.1746,   3,   57873.94 -   83520.47, ASD    ,      ,
3898.817   , 1.4e-02, S III , E1,             3s2.3p.3d-3s2.3p.4p            ,       3Do-3P       ,      1 - 2       , -2.4042,  19,  147551.60 -  173193.14, ASD    ,      ,
3899.029   , 1.4e-02, S III , E1,             3s2.3p.4s-3s2.3p.4p            ,       3Po-3P       ,      2 - 1       , -2.2597,  19,  147147.11 -  172787.26, ASD    ,      ,
3899.36    , 4.3e-02, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4f       ,        5F-5Fo      ,      5 - 4       , -1.1274,   3,  243085.44 -  268723.41, 030    ,      ,
3899.460   , 1.4e-02, Mg I  , E1,                   3p2-3p.3d                ,        3P-3Do      ,      2 - 1       , -1.3509,   3,   57873.94 -   83511.25, ASD    ,      ,
3900.02    , 1.4e-01, Si II , E1,        3s.3p.(3Po).3d-3s.3p.(3Po).4f.D     ,       2Fo-D[3]     ,    5/2 - 7/2     ,        ,    ,  131677.10 -  157310.70, ASD    ,      ,
3902.005   , 1.4e-02, S II  , E1,       3s2.3p2.(1D).4p-3s2.3p2.(1D).4d      ,       2Po-2S       ,    1/2 - 1/2     , -0.7356,   3,  143488.95 -  169109.54, ASD    ,      ,
3905.52122 , 1.4e-04, Si I  , E1,               3s2.3p2-3s2.3p.4s            ,        1S-1Po      ,      0 - 1       , -1.0213,  18,   15394.36 -   40991.89, ASD    ,      ,
3906.955   , 1.4e-02, S II  , E1,       3s2.3p2.(3P).3d-3s2.3p2.(3P).4p      ,        2P-2Do      ,    3/2 - 5/2     , -1.8547,  22,  105599.06 -  131187.19, ASD    ,      ,
3907.4549  , 1.4e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       4Do-4P       ,    5/2 - 5/2     , -0.8815,  15,  206877.86 -  232462.72, ASD    ,      ,
3911.312   , 1.4e-02, S II  , E1,       3s2.3p2.(3P).4p-3s2.3p2.(3P).4d      ,       2Po-2P       ,    1/2 - 3/2     , -1.2123,   3,  133268.68 -  158828.31, ASD    ,      ,
3911.803   , 1.4e-02, O III , E1,        2s.2p2.(4P).3p-2s.2p2.(4P).3d       ,       3Do-3P       ,      3 - 2       , -2.3193,   3,  374795.14 -  400351.56, 039    ,      ,
3911.958   , 1.4e-02, O II  , E1,       2s2.2p2.(1D).3s-2s2.2p2.(1D).3p      ,        2D-2Po      ,    5/2 - 3/2     , -0.0142,  15,  206971.68 -  232527.09, ASD    ,      ,
3912.117   , 1.4e-02, O II  , E1,       2s2.2p2.(1D).3s-2s2.2p2.(1D).3p      ,        2D-2Po      ,    3/2 - 3/2     , -0.9051,  15,  206972.72 -  232527.09, ASD    ,      ,
3916.6     , 9.7e-01, Mg I  , E1,                 3s.4d-3p.4s                ,        1D-1Po      ,      2 - 1       ,        ,    ,   53134.64 -   78660.00, ASD    ,      ,
3917.535   , 1.4e-02, O II  , E1,       2s2.2p2.(1D).3p-2s2.2p2.(3P).4d      ,       2Do-2F       ,    5/2 - 7/2     , -1.8524,   3,  229947.07 -  255466.10, ASD    ,      ,
3918.175   , 1.4e-02, S II  , E1,       3s2.3p2.(3P).3d-3s2.3p2.(1D).4p      ,        2F-2Fo      ,    5/2 - 7/2     , -5.3521,  22,  114804.37 -  140319.23, ASD    ,      ,
3918.25    , 1.4e-01, Si II , E1,        3s.3p.(3Po).3d-3s.3p.(3Po).4f.D     ,       2Fo-D[3]     ,    5/2 - 5/2     ,        ,    ,  131677.10 -  157191.5 , ASD    ,      ,
3918.8     , 9.7e-01, S I   , E1,      3s2.3p3.(4So).4p-3s2.3p3.(2Do).4d     ,        3P-3Do      ,      1 - 1       ,        ,    ,   64888.96 -   90400.00, ASD    ,      ,
3918.8     , 9.7e-01, S I   , E1,      3s2.3p3.(4So).4p-3s2.3p3.(2Do).4d     ,        3P-3Do      ,      1 - 2       ,        ,    ,   64888.96 -   90400.00, ASD    ,      ,
3918.968   , 1.4e-02, C II  , E1,                2s2.3p-2s2.4s               ,       2Po-2S       ,    1/2 - 1/2     , -0.5393,  24,  131724.37 -  157234.07, ASD    ,      ,
3919.001   , 1.1e-02, N II  , E1,       2s2.2p.(2Po).3p-2s2.2p.(2Po).3d      ,        1P-1Po      ,      1 - 1       , -0.2818,  12,  164610.56 -  190120.04, 030    ,      ,
3919.1     , 9.7e-01, S I   , E1,      3s2.3p3.(4So).4p-3s2.3p3.(2Do).4d     ,        3P-3Do      ,      0 - 1       ,        ,    ,   64891.39 -   90400.00, ASD    ,      ,
3919.272   , 1.4e-02, O II  , E1,       2s2.2p2.(1D).3s-2s2.2p2.(1D).3p      ,        2D-2Po      ,    3/2 - 1/2     , -0.2635,  15,  206972.72 -  232480.44, ASD    ,      ,
3919.3     , 9.7e-01, S I   , E1,      3s2.3p3.(4So).4p-3s2.3p3.(2Do).4d     ,        3P-3Do      ,      2 - 1       ,        ,    ,   64892.58 -   90400.00, ASD    ,      ,
3919.3     , 9.7e-01, S I   , E1,      3s2.3p3.(4So).4p-3s2.3p3.(2Do).4d     ,        3P-3Do      ,      2 - 2       ,        ,    ,   64892.58 -   90400.00, ASD    ,      ,
3919.3     , 9.7e-01, S I   , E1,      3s2.3p3.(4So).4p-3s2.3p3.(2Do).4d     ,        3P-3Do      ,      2 - 3       ,        ,    ,   64892.58 -   90400.00, ASD    ,      ,
3920.315   , 1.4e-02, S III , E1,             3s2.3p.3d-3s2.3p.4p            ,       3Do-3P       ,      2 - 2       , -1.3216,  19,  147692.21 -  173193.14, ASD    ,      ,
3920.681   , 1.4e-02, C II  , E1,                2s2.3p-2s2.4s               ,       2Po-2S       ,    3/2 - 1/2     , -0.2392,  24,  131735.52 -  157234.07, ASD    ,      ,
3921.63    , 1.4e-01, Si II , E1,        3s.3p.(3Po).3d-3s.3p.(3Po).4f.D     ,       2Fo-D[2]     ,    7/2 - 5/2     ,        ,    ,  131918.80 -  157411.20, ASD    ,      ,
3922.615   , 1.4e-02, S II  , E1,       3s2.3p2.(1D).4p-3s2.3p2.(1D).4d      ,       2Po-2S       ,    3/2 - 1/2     , -0.4368,   3,  143623.56 -  169109.54, ASD    ,      ,
3923.445   , 1.4e-02, S II  , E1,       3s2.3p2.(3P).4p-3s2.3p2.(3P).4d      ,       2Do-2F       ,    3/2 - 5/2     ,  0.4061,   3,  130641.11 -  156121.70, ASD    ,      ,
3923.67    , 1.4e-01, Mg III, E1, 2s2.2p5.(2Po<3/2>).4p-2s2.2p5.(2Po<1/2>).4d,  3/2[1/2]-1/2[3/2]o,      1 - 1       ,        ,    ,  559987.10 -  585466.20, ASD    ,      ,
3924.062   , 1.4e-02, S II  , E1,       3s2.3p2.(1D).4p-3s2.3p2.(1D).4d      ,       2Do-2P       ,    5/2 - 3/2     , -0.5566,   3,  140708.89 -  166185.47, ASD    ,      ,
3926.5806  , 1.4e-03, O II  , E1,       2s2.2p2.(3P).3p-2s2.2p2.(3P).3d      ,       4Do-4P       ,    7/2 - 5/2     , -3.7261,  15,  207002.48 -  232462.72, ASD    ,      ,
3928.556   , 1.4e-02, S III , E1,             3s2.3p.3d-3s2.3p.4p            ,       3Do-3P       ,      3 - 2       , -0.3564,  19,  147745.70 -  173193.14, ASD    ,      ,
3930.457   , 1.4e-02, S II  , E1,       3s2.3p2.(1D).4p-3s2.3p2.(1D).4d      ,       2Do-2P       ,    3/2 - 3/2     , -1.5115,   3,  140750.34 -  166185.47, ASD    ,      ,
3930.68    , 1.4e-01, O IV  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4P-4Po      ,    1/2 - 1/2     , -1.7543,   3,  478848.60 -  504282.30, ASD    ,      ,
3931.507   , 1.4e-02, S II  , E1,       3s2.3p2.(3P).4p-3s2.3p2.(3P).4d      ,       2Po-2P       ,    3/2 - 3/2     , -0.5156,   3,  133399.97 -  158828.31, ASD    ,      ,
3931.911   , 1.4e-02, S II  , E1,       3s2.3p2.(3P).3d-3s2.3p2.(1D).4p      ,        2F-2Fo      ,    5/2 - 5/2     , -4.0394,  22,  114804.37 -  140230.10, ASD    ,      ,
3932.289   , 1.4e-02, S II  , E1,       3s2.3p2.(3P).3d-3s2.3p2.(1D).4p      ,        2F-2Do      ,    7/2 - 5/2     , -2.9475,  22,  115285.61 -  140708.89, ASD    ,      ,
3933.264   , 1.4e-02, S II  , E1,       3s2.3p2.(3P).4p-3s2.3p2.(3P).4d      ,       2Do-2F       ,    5/2 - 7/2     ,  0.5599,   3,  131187.19 -  156604.17, ASD    ,      ,
3933.9     , 4.4e-01, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(2D).3p       ,        3D-3Do      ,      2 - 3       ,        ,    ,  247710.70 -  273123.70, 030    ,      ,
3934.50    , 1.4e-01, N III , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        2P-2Do      ,    1/2 - 3/2     , -0.1590,   3,  309131.20 -  334540.20, ASD    ,      ,
3935.697   , 1.4e-02, S II  , E1,       3s2.3p2.(1D).4p-3s2.3p2.(1D).4d      ,       2Do-2P       ,    3/2 - 1/2     , -0.8132,   3,  140750.34 -  166151.61, ASD    ,      ,
3937.15    , 1.4e-01, Si II , E1,        3s.3p.(3Po).3d-3s.3p.(3Po).4f.D     ,       2Fo-D[3]     ,    7/2 - 7/2     ,        ,    ,  131918.80 -  157310.70, ASD    ,      ,
3937.2     , 4.4e-01, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(2D).3p       ,        3D-3Do      ,      3 - 3       ,        ,    ,  247732.20 -  273123.70, 030    ,      ,
3938.51    , 1.4e-01, N III , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        2P-2Do      ,    3/2 - 5/2     ,  0.0958,   3,  309185.20 -  334568.30, ASD    ,      ,
3939.481   , 1.4e-02, S II  , E1,       3s2.3p2.(3P).4p-3s2.3p2.(3P).4d      ,       4Do-4D       ,    1/2 - 3/2     , -0.8169,   3,  127825.08 -  153201.95, ASD    ,      ,
3939.57    , 4.4e-02, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4f       ,        5F-5Go      ,      5 - 6       ,  0.9054,   3,  243085.44 -  268461.76, 030    ,      ,
3940.66    , 4.4e-02, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4f       ,        5F-5Go      ,      4 - 5       ,  0.7870,   3,  243045.06 -  268414.35, 030    ,      ,
3941.23    , 4.4e-02, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4f       ,        5F-5Go      ,      3 - 4       ,  0.6586,   3,  243011.27 -  268376.85, 030    ,      ,
3941.4     , 4.4e-01, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(2D).3p       ,        3D-3Do      ,      1 - 2       ,        ,    ,  247699.30 -  273063.50, 030    ,      ,
3942.06    , 1.4e-01, O IV  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4P-4Po      ,    1/2 - 3/2     , -1.0566,   3,  478848.60 -  504208.90, ASD    ,      ,
3942.873   , 1.4e-02, O II  , E1,       2s2.2p2.(1D).3p-2s2.2p2.(3P).4d      ,       2Do-2F       ,    5/2 - 5/2     , -3.1562,   3,  229947.07 -  255302.11, ASD    ,      ,
3942.88    , 1.4e-01, N III , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        2P-2Do      ,    3/2 - 3/2     , -0.8589,   3,  309185.20 -  334540.20, ASD    ,      ,
3943.2     , 4.4e-01, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(2D).3p       ,        3D-3Do      ,      2 - 2       ,        ,    ,  247710.70 -  273063.50, 030    ,      ,
3944.197   , 1.4e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4F       ,    3/2 - 5/2     , -0.3419,  24,  195752.58 -  221099.11, ASD    ,      ,
3945.000   , 1.4e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4F       ,    3/2 - 3/2     , -0.1365,  24,  195752.58 -  221093.95, ASD    ,      ,
3945.0376  , 1.4e-03, O II  , E1,       2s2.2p2.(3P).3s-2s2.2p2.(3P).3p      ,        2P-2Po      ,    1/2 - 3/2     , -0.7104,  15,  188888.54 -  214229.67, ASD    ,      ,
3945.232   , 1.4e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4F       ,    5/2 - 7/2     , -0.0297,  24,  195765.85 -  221105.73, ASD    ,      ,
3945.31    , 1.4e-01, O IV  , E1,        2s.2p.(3Po).3p-2s.2p.(3Po).3d       ,        4P-4Po      ,    3/2 - 1/2     , -1.0570,   3,  478942.90 -  504282.30, ASD    ,      ,
3946.199   , 1.4e-02, O II  , E1,       2s2.2p2.(1D).3p-2s2.2p2.(3P).4d      ,       2Do-2F       ,    3/2 - 5/2     , -2.0104,   3,  229968.44 -  255302.11, ASD    ,      ,
3946.263   , 1.4e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4F       ,    5/2 - 5/2     ,  0.0486,  24,  195765.85 -  221099.11, ASD    ,      ,
3946.49    , 4.4e-02, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4f       ,        5F-5Go      ,      4 - 4       , -0.0076,   3,  243045.06 -  268376.85, 030    ,      ,
3946.6     , 4.4e-01, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(2D).3p       ,        3D-3Do      ,      3 - 2       ,        ,    ,  247732.20 -  273063.50, 030    ,      ,
3946.88    , 1.4e-01, Mg IV , E1,       2s2.2p4.(1D).3s-2s2.2p4.(3P).3p      ,        2D-2Do      ,    5/2 - 5/2     , -3.0680,  17,  582562.40 -  607891.70, ASD    ,      ,
3946.94    , 4.4e-02, N II  , E1,        2s.2p2.(4P).3d-2s.2p2.(4P).4f       ,        5F-5Go      ,      5 - 5       , -0.1679,   3,  243085.44 -  268414.35, 030    ,      ,
3946.955   , 1.4e-02, S II  , E1,       3s2.3p2.(3P).4p-3s2.3p2.(3P).4d      ,       4Do-4D       ,    1/2 - 1/2     , -0.8178,   3,  127825.08 -  153153.90, ASD    ,      ,
3947.067   , 1.4e-02, C II  , E1,        2s.2p.(3Po).3d-2s.2p.(3Po).4f       ,       4Fo-4F       ,    5/2 - 3/2     , -0.5729,  24,  195765.85 -  221093.95, ASD    ,      ,
3947.2949  , 1.4e-03, O I   , E1,      2s2.2p3.(4So).3s-2s2.2p3.(4So).4p     ,       5So-5P       ,      2 - 3       , -2.1232,   3,   73768.20 -   99094.84, ASD    ,      ,
3947.4813  , 1.4e-03, O I   , E1,      2s2.2p3.(4So).3s-2s2.2p3.(4So).4p     ,       5So-5P       ,      2 - 2       , -2.2693,   3,   73768.20 -   99093.64, ASD    ,      ,
3947.5862  , 1.4e-03, O I   , E1,      2s2.2p3.(4So).3s-2s2.2p3.(4So).4p     ,       5So-5P       ,      2 - 1       , -2.4912,   3,   73768.20 -   99092.97, ASD    ,      ,
